,StationID,Replicate,SampleDate,Latitude,Longitude,Species,Abundance,Salinity
325,B18-10173,1,9/12/2018,33.08952,-117.28498,Tellina cadieni,3,34.4
326,B18-10173,1,9/12/2018,33.08952,-117.28498,Oligochaeta,12,34.4
327,B18-10173,1,9/12/2018,33.08952,-117.28498,Barleeia subtenuis,103,34.4
328,B18-10173,1,9/12/2018,33.08952,-117.28498,Acteocina inculta,5,34.4
329,B18-10173,1,9/12/2018,33.08952,-117.28498,Mytilus galloprovincialis,1,34.4
330,B18-10173,1,9/12/2018,33.08952,-117.28498,Astyris permodesta,32,34.4
331,B18-10173,1,9/12/2018,33.08952,-117.28498,Nassarius tiarula,2,34.4
332,B18-10173,1,9/12/2018,33.08952,-117.28498,Grandidierella japonica,26,34.4
333,B18-10173,1,9/12/2018,33.08952,-117.28498,Monocorophium acherusicum,5,34.4
334,B18-10173,1,9/12/2018,33.08952,-117.28498,Protohyale frequens,10,34.4
335,B18-10173,1,9/12/2018,33.08952,-117.28498,Leucothoe alata,3,34.4
336,B18-10173,1,9/12/2018,33.08952,-117.28498,Podocerus cristatus,1,34.4
337,B18-10173,1,9/12/2018,33.08952,-117.28498,Farfantepenaeus californiensis,4,34.4
338,B18-10173,1,9/12/2018,33.08952,-117.28498,Paracerceis sp A,70,34.4
339,B18-10173,1,9/12/2018,33.08952,-117.28498,Chondrochelia dubia Cmplx,8,34.4
340,B18-10173,1,9/12/2018,33.08952,-117.28498,Zeuxo normani Cmplx,7,34.4
341,B18-10173,1,9/12/2018,33.08952,-117.28498,Neanthes acuminata Cmplx,18,34.4
342,B18-10173,1,9/12/2018,33.08952,-117.28498,Exogone lourei,19,34.4
343,B18-10173,1,9/12/2018,33.08952,-117.28498,Lamispina schmidtii,1,34.4
344,B18-10173,1,9/12/2018,33.08952,-117.28498,Streblospio benedicti,1,34.4
345,B18-10173,1,9/12/2018,33.08952,-117.28498,Pista brevibranchiata,4,34.4
346,B18-10171,1,9/12/2018,33.08992,-117.27848,Phoronis sp,11,34.3
347,B18-10171,1,9/12/2018,33.08992,-117.27848,Actiniaria,1,34.3
348,B18-10171,1,9/12/2018,33.08992,-117.27848,Tagelus affinis,13,34.3
349,B18-10171,1,9/12/2018,33.08992,-117.27848,Oligochaeta,416,34.3
350,B18-10171,1,9/12/2018,33.08992,-117.27848,Barleeia subtenuis,1,34.3
351,B18-10171,1,9/12/2018,33.08992,-117.27848,Nassarius tiarula,1,34.3
352,B18-10171,1,9/12/2018,33.08992,-117.27848,Paracerceis sp A,1,34.3
353,B18-10171,1,9/12/2018,33.08992,-117.27848,Harpacticoida,2,34.3
354,B18-10171,1,9/12/2018,33.08992,-117.27848,Capitella capitata Cmplx,2,34.3
355,B18-10171,1,9/12/2018,33.08992,-117.27848,Neanthes acuminata Cmplx,17,34.3
356,B18-10171,1,9/12/2018,33.08992,-117.27848,Streblospio benedicti,44,34.3
357,B18-10172,1,9/12/2018,33.0896,-117.29459,Musculista senhousia,27,34.4
358,B18-10172,1,9/12/2018,33.0896,-117.29459,Argopecten ventricosus,1,34.4
359,B18-10172,1,9/12/2018,33.0896,-117.29459,Laevicardium substriatum,10,34.4
360,B18-10172,1,9/12/2018,33.0896,-117.29459,Mactrotoma californica,4,34.4
361,B18-10172,1,9/12/2018,33.0896,-117.29459,Tagelus subteres,5,34.4
362,B18-10172,1,9/12/2018,33.0896,-117.29459,Veneridae,1,34.4
363,B18-10172,1,9/12/2018,33.0896,-117.29459,Chione sp,1,34.4
364,B18-10172,1,9/12/2018,33.0896,-117.29459,Barleeia subtenuis,40,34.4
365,B18-10172,1,9/12/2018,33.0896,-117.29459,Acteocina harpa,1,34.4
366,B18-10172,1,9/12/2018,33.0896,-117.29459,Acteocina inculta,10,34.4
367,B18-10172,1,9/12/2018,33.0896,-117.29459,Pyramidellidae,2,34.4
368,B18-10172,1,9/12/2018,33.0896,-117.29459,Astyris permodesta,3,34.4
369,B18-10172,1,9/12/2018,33.0896,-117.29459,Nassarius tiarula,1,34.4
370,B18-10172,1,9/12/2018,33.0896,-117.29459,Caecum californicum,1,34.4
371,B18-10172,1,9/12/2018,33.0896,-117.29459,Calyptraeidae,1,34.4
372,B18-10172,1,9/12/2018,33.0896,-117.29459,Cerithidea californica,1,34.4
373,B18-10172,1,9/12/2018,33.0896,-117.29459,Grandidierella japonica,9,34.4
374,B18-10172,1,9/12/2018,33.0896,-117.29459,Podocerus cristatus,1,34.4
375,B18-10172,1,9/12/2018,33.0896,-117.29459,Oxyurostylis pacifica,4,34.4
376,B18-10172,1,9/12/2018,33.0896,-117.29459,Paracerceis sp A,1,34.4
377,B18-10172,1,9/12/2018,33.0896,-117.29459,Zeuxo normani Cmplx,38,34.4
378,B18-10172,1,9/12/2018,33.0896,-117.29459,Armandia brevis,1,34.4
379,B18-10172,1,9/12/2018,33.0896,-117.29459,Exogone lourei,1,34.4
380,B18-10172,1,9/12/2018,33.0896,-117.29459,Sabellinae,1,34.4
381,B18-10172,1,9/12/2018,33.0896,-117.29459,Pseudopolydora paucibranchiata,1,34.4
382,B18-10170,1,9/11/2018,33.13903,-117.33747,Phoronis sp,1,33.9
383,B18-10170,1,9/11/2018,33.13903,-117.33747,Asthenothaerus diegensis,1,33.9
384,B18-10170,1,9/11/2018,33.13903,-117.33747,Musculista senhousia,18,33.9
385,B18-10170,1,9/11/2018,33.13903,-117.33747,Laevicardium substriatum,23,33.9
386,B18-10170,1,9/11/2018,33.13903,-117.33747,Tagelus subteres,2,33.9
387,B18-10170,1,9/11/2018,33.13903,-117.33747,Tellina cadieni,11,33.9
388,B18-10170,1,9/11/2018,33.13903,-117.33747,Oligochaeta,1,33.9
389,B18-10170,1,9/11/2018,33.13903,-117.33747,Bulla gouldiana,1,33.9
390,B18-10170,1,9/11/2018,33.13903,-117.33747,Acteocina inculta,15,33.9
391,B18-10170,1,9/11/2018,33.13903,-117.33747,Pyramidellidae,2,33.9
392,B18-10170,1,9/11/2018,33.13903,-117.33747,Nassarius tiarula,30,33.9
393,B18-10170,1,9/11/2018,33.13903,-117.33747,Caecum californicum,67,33.9
394,B18-10170,1,9/11/2018,33.13903,-117.33747,Podocerus cristatus,1,33.9
395,B18-10170,1,9/11/2018,33.13903,-117.33747,Rudilemboides stenopropodus,1,33.9
396,B18-10170,1,9/11/2018,33.13903,-117.33747,Chondrochelia dubia Cmplx,2,33.9
397,B18-10170,1,9/11/2018,33.13903,-117.33747,Mediomastus sp,8,33.9
398,B18-10170,1,9/11/2018,33.13903,-117.33747,Euclymeninae sp A,1,33.9
399,B18-10170,1,9/11/2018,33.13903,-117.33747,Armandia brevis,2,33.9
400,B18-10170,1,9/11/2018,33.13903,-117.33747,Scoletoma tetraura Cmplx,1,33.9
401,B18-10170,1,9/11/2018,33.13903,-117.33747,Diopatra sp,1,33.9
402,B18-10170,1,9/11/2018,33.13903,-117.33747,Exogone lourei,2,33.9
403,B18-10170,1,9/11/2018,33.13903,-117.33747,Owenia collaris,1,33.9
404,B18-10170,1,9/11/2018,33.13903,-117.33747,Euchone limnicola,1,33.9
405,B18-10170,1,9/11/2018,33.13903,-117.33747,Prionospio heterobranchia,1,33.9
406,B18-10170,1,9/11/2018,33.13903,-117.33747,Leitoscoloplos pugettensis,5,33.9
407,B18-10169,1,9/11/2018,33.13982,-117.31879,Phoronis sp,9,33.9
408,B18-10169,1,9/11/2018,33.13982,-117.31879,Musculista senhousia,3,33.9
409,B18-10169,1,9/11/2018,33.13982,-117.31879,Tagelus affinis,7,33.9
410,B18-10169,1,9/11/2018,33.13982,-117.31879,Tagelus subteres,19,33.9
411,B18-10169,1,9/11/2018,33.13982,-117.31879,Tellina meropsis,8,33.9
412,B18-10169,1,9/11/2018,33.13982,-117.31879,Oligochaeta,4,33.9
413,B18-10169,1,9/11/2018,33.13982,-117.31879,Barleeia subtenuis,1,33.9
414,B18-10169,1,9/11/2018,33.13982,-117.31879,Acteocina inculta,27,33.9
415,B18-10169,1,9/11/2018,33.13982,-117.31879,Capitella capitata Cmplx,1,33.9
416,B18-10169,1,9/11/2018,33.13982,-117.31879,Mediomastus sp,9,33.9
417,B18-10169,1,9/11/2018,33.13982,-117.31879,Scoletoma tetraura Cmplx,11,33.9
418,B18-10169,1,9/11/2018,33.13982,-117.31879,Neanthes acuminata Cmplx,6,33.9
419,B18-10169,1,9/11/2018,33.13982,-117.31879,Streblospio benedicti,2,33.9
420,B18-10169,1,9/11/2018,33.13982,-117.31879,Leitoscoloplos pugettensis,1,33.9
421,B18-10168,1,9/11/2018,33.14021,-117.32424,Phoronis sp,11,33.9
422,B18-10168,1,9/11/2018,33.14021,-117.32424,Anopla,1,33.9
423,B18-10168,1,9/11/2018,33.14021,-117.32424,Bivalvia,1,33.9
424,B18-10168,1,9/11/2018,33.14021,-117.32424,Mytilidae,1,33.9
425,B18-10168,1,9/11/2018,33.14021,-117.32424,Musculista senhousia,2,33.9
426,B18-10168,1,9/11/2018,33.14021,-117.32424,Tellina cadieni,2,33.9
427,B18-10168,1,9/11/2018,33.14021,-117.32424,Gastropoda,1,33.9
428,B18-10168,1,9/11/2018,33.14021,-117.32424,Acteocina inculta,10,33.9
429,B18-10168,1,9/11/2018,33.14021,-117.32424,Hartmanodes hartmanae,2,33.9
430,B18-10168,1,9/11/2018,33.14021,-117.32424,Scoletoma tetraura Cmplx,4,33.9
431,B18-10168,1,9/11/2018,33.14021,-117.32424,Leitoscoloplos pugettensis,4,33.9
